class,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
1,0.261250074,0,0.227142304,-0.07373261,0.166977845,0.088361947,0.243121616,0.04386306,0.238366549,-0.052904694,0.223557526,-0.112036299,0.293447092,-0.094037109,0.246697583,0.022102622,0.214294622,-0.001964408,0.217655859,-0.056377913,0.280969201,-0.120592915,0.232868391,-0.133431806,0.236675282,-0.050395797,0.204058922,-0.053656384,0.215300567,-0.101732573,0.138102505,0.033273396,0.239874241,-0.007292056
1,0.317719646,0,0.173000935,0.076579455,0.222808831,0.004204631,0.225359617,0.03865565,0.199582876,-0.08121145,0.215690982,0.007705444,0.25913234,-0.096561575,0.276146868,-0.021542971,0.225484656,-0.081801185,0.220431493,-0.026921433,0.206506479,-0.113125204,0.216555378,-0.076589409,0.177611375,-0.11806631,0.216398884,-0.062078553,0.260914143,-0.017020737,0.240012246,-0.068750962,0.269041708,-0.028438658
1,0.175245342,0,0.179721074,0.102628171,0.150285082,0.149545558,0.138041452,0.19746319,0.089239278,0.29021011,0.022070572,0.307183819,-0.044982123,0.293516197,-0.080226377,0.27687737,-0.148470044,0.207531936,-0.180720479,0.14522218,-0.194672903,0.061063215,-0.197468301,-0.025234312,-0.185081399,-0.085065079,-0.149519339,-0.13603958,-0.131569086,-0.198246016,-0.07527728,-0.215226255,-0.050885535,-0.267376014
1,0.156860833,0,0.170051762,0.097903373,0.149051809,0.174047687,0.120334365,0.198775412,0.053909292,0.265933166,0.009315954,0.276731411,-0.046553979,0.280190075,-0.112377891,0.259080848,-0.149660867,0.186282882,-0.186871517,0.10333899,-0.19638496,0.017288805,-0.197124359,-0.055462543,-0.175938979,-0.135509031,-0.129095007,-0.186102212,-0.088699295,-0.249955282,-0.030011018,-0.271361417,0.023601468,-0.300192341
1,0.170008952,0,0.174598279,0.111008926,0.148032218,0.195605905,0.074201427,0.176111388,0.012747883,0.311085427,-0.020119592,0.285573717,-0.135500062,0.229826917,-0.151940811,0.112841483,-0.18010739,0.133319768,-0.222578318,-0.002397809,-0.182204429,-0.12745844,-0.175497202,-0.137803586,-0.131205661,-0.211678102,-0.067869838,-0.237427394,-0.006947177,-0.274433366,0.060773669,-0.257087333,0.0004959,-0.280279167
1,0.20105767,0,0.195342,0.124249944,0.165562361,0.190861953,0.12666518,0.243341107,0.057991417,0.319192788,-0.020852617,0.311671947,-0.091310392,0.293262265,-0.135822649,0.23947415,-0.184035974,0.119761806,-0.19958193,0.01441278,-0.194339735,-0.05619632,-0.157386451,-0.140358725,-0.100836531,-0.196085166,-0.043039862,-0.208725937,0.023235745,-0.229800685,0.071227398,-0.179431494,0.12270747,-0.143399058
1,0.162204807,0,0.1753222,0.114660288,0.146899337,0.201259015,0.102335464,0.241922068,0.04593616,0.282537833,-0.028999739,0.284440696,-0.097788178,0.254588497,-0.147002374,0.216559871,-0.184612321,0.113474771,-0.194977139,0.016516002,-0.197726379,-0.077469498,-0.161057104,-0.156314559,-0.111000683,-0.223261112,-0.045729537,-0.23827597,0.01737724,-0.262794496,0.082255745,-0.233130183,0.144884507,-0.197304191
1,0.198481673,0,0.19258051,0.133078014,0.154673901,0.227792817,0.088794928,0.248289244,0.045018275,0.286723917,-0.048249687,0.289129918,-0.105784156,0.247987887,-0.17396522,0.193187263,-0.19297645,0.073647001,-0.187563512,-0.017652405,-0.167082397,-0.102118877,-0.130991427,-0.1891303,-0.071120099,-0.241313593,-0.003835238,-0.23598967,0.061825175,-0.237703387,0.120432705,-0.187138952,0.192970158,-0.120475142
1,0.189768556,0,0.217450183,-0.011066818,0.221253856,-0.015498645,0.242826306,-0.025644408,0.24571264,0.005055842,0.231625462,-0.009010879,0.238738642,-0.026574639,0.241593134,-0.027657239,0.24048243,-0.034433926,0.24165036,-0.042216159,0.25571474,-0.01818706,0.24270756,-0.030149788,0.249077855,-0.029151956,0.231643501,-0.041794602,0.24330885,-0.052615892,0.259497598,-0.055051048,0.276135029,-0.072003483
1,0.198019779,0,0.216757611,-0.006461988,0.221719916,0.003944616,0.240700075,-0.005159122,0.249015073,-0.003840805,0.240080731,-0.013396286,0.245762954,-0.006570007,0.24619492,-0.015691425,0.245963535,-0.015319356,0.246884271,-0.016977072,0.25322213,-0.007873708,0.246713639,-0.015589183,0.24575006,-0.016323902,0.231817068,-0.019681401,0.24539422,-0.027529125,0.256448799,-0.026412526,0.274061641,-0.029654041
1,0.194900933,0,0.220103348,-0.05975524,0.211632522,-0.000884323,0.240851921,-0.059068122,0.252127983,0.065139058,0.229158577,0.000810309,0.233015323,-0.030912715,0.228008714,-0.000905916,0.220009497,-0.032189313,0.247593915,-0.075312386,0.264498018,0.03653987,0.240719154,-0.018240776,0.242975215,0.024584785,0.23148397,-0.030757566,0.259414924,-0.072787329,0.234292031,-0.031135539,0.283008345,-0.086215677
1,0.261887819,0,0.160147309,-0.018923323,0.295551872,0.044168956,0.176073249,-0.078563128,0.10479176,-0.008122559,0.170588616,-0.064750765,0.215432194,0.141690125,0.278620307,-0.190028687,0.184811476,0.008450127,0.19177267,0.016156829,0.210833485,0.145794974,0.303879568,0.02373524,0.143628583,0.073574,0.222549689,-0.001188227,0.237463002,-0.016502711,0.306201224,-0.073556655,0.300327669,-0.053748326
1,0.34446177,0,0.133632834,-0.183553825,0.182027804,0.152330302,0.171411235,0.101615007,0.188248428,0.087542689,0.220638068,-0.06979047,0.241580912,-0.054608287,0.257399644,0.234074824,0.248994627,0.018215937,0.112743653,-0.121889913,0.220746542,-0.034923421,0.24403964,-0.01705535,0.180606672,0.052864939,0.18072549,-0.083760861,0.091874015,-0.088930824,0.179059154,-0.093926836,0.04315817,-0.347602132
1,0.144569683,0,0.086159726,0.308148196,0.171894029,0.15481119,0.13167232,0.20683561,0.08650668,0.12281622,0.06126681,0.263620496,0.039235389,0.271455072,-0.032253604,0.294724679,-0.062226279,0.271687354,-0.116179453,0.263098489,-0.10334323,0.18914891,-0.171746113,0.123408681,-0.194914081,0.093656227,-0.182581914,0.023596425,-0.198309392,-0.044912988,-0.203527916,-0.112403569,-0.199768737,-0.191279179
1,0.175847116,0,0.154649292,0.186050965,0.174688883,0.190022579,0.123567888,0.224288484,0.0812427,0.227786147,0.030341707,0.303816831,-0.022050605,0.309639922,-0.084707506,0.294759522,-0.12067292,0.238207562,-0.157374971,0.217578024,-0.167437181,0.080079941,-0.186825488,0.009386841,-0.234684164,-0.09424073,-0.156239998,-0.098357068,-0.152716984,-0.062710081,-0.084495002,-0.195741639,-0.051845528,-0.223431178
1,0.195237289,0,0.190391486,0.178543052,0.167401712,0.226843418,0.113982224,0.26993338,0.042174939,0.295558986,-0.032544398,0.309541808,-0.115146494,0.287764066,-0.148647509,0.207247653,-0.199335385,0.098596591,-0.214746205,0.013956463,-0.164380411,-0.111693444,-0.124256027,-0.170177996,-0.098178027,-0.243776684,-0.012461736,-0.208771103,0.039341473,-0.166617199,0.101953346,-0.140801087,0.141840846,-0.09580159
1,0.159700975,0,0.174080528,0.119504343,0.142896213,0.208611512,0.093125283,0.250370421,0.032095893,0.279880177,-0.044548711,0.280440227,-0.115315371,0.250079867,-0.161107681,0.188978179,-0.193461204,0.079103029,-0.195787372,-0.018652988,-0.188614499,-0.119334052,-0.139513058,-0.192029092,-0.079233633,-0.249862677,-0.009233448,-0.248487654,0.059870551,-0.254590842,0.123267563,-0.204701417,0.179676928,-0.142375697
1,0.166148689,0,0.178745786,0.13076396,0.142189717,0.226225793,0.062298915,0.276658733,-0.024206438,0.232658801,-0.067270108,0.280104362,-0.141363636,0.245729017,-0.196119734,0.143324448,-0.203889878,0.030315678,-0.217524403,0.009648612,-0.149787721,-0.200946216,-0.102616116,-0.231497672,-0.030209676,-0.269531428,0.041473842,-0.241277976,0.111457002,-0.216952675,0.163468418,-0.140873927,0.190023847,-0.044243024
1,0.185051027,0,0.215372003,0.063878521,0.220026537,-0.020467848,0.236789793,0.004496985,0.242711077,-0.041825068,0.237061437,-0.005098682,0.236348981,-0.006014635,0.237052261,-0.024046,0.240773939,-0.025211621,0.242271633,0.019869395,0.251130813,-0.034132669,0.248403619,-0.008855705,0.249492495,-0.078312132,0.233707165,-0.021536211,0.253838537,0.028546809,0.260518313,-0.048363668,0.278235222,-0.027782892
1,0.19785615,0,0.220048745,-0.000653678,0.203307033,-0.052147183,0.240470796,-0.001614395,0.214894445,-0.185259861,0.234306103,0.037406449,0.252703809,-0.052929003,0.251590319,-0.010253317,0.246759136,-0.058447179,0.217624162,0.222305532,0.268508511,-0.05892639,0.232372278,-0.029957137,0.228719969,-0.006063567,0.210228356,-0.005970075,0.223709848,-0.00686648,0.224602463,-0.00712957,0.234304905,-0.008142133
1,0.223932446,0,0.206878293,0.140767906,0.170574709,0.233120507,0.118396348,0.270142708,0.04163892,0.342342611,-0.048283235,0.321655396,-0.122729198,0.304119462,-0.16398338,0.189321879,-0.219792897,0.071423266,-0.205155616,-0.040166024,-0.175333017,-0.096040374,-0.122153266,-0.152811393,-0.052644715,-0.216686781,0.004307224,-0.186041925,0.058455027,-0.158421713,0.097754675,-0.09565534,0.116402454,-0.036318537
1,0.184119766,0,0.18875572,0.138267501,0.149716695,0.238632882,0.082025855,0.260001353,0.014083676,0.306051828,-0.070251055,0.29038104,-0.147292194,0.240584688,-0.181861676,0.147547442,-0.205551601,0.029469405,-0.196797599,-0.080474873,-0.161361615,-0.168064111,-0.098283076,-0.224255807,-0.027670971,-0.256131194,0.039625615,-0.224560399,0.10272923,-0.19730246,0.146778706,-0.124640136,0.173755497,-0.049440937
1,0.168898398,0,0.176107546,0.141431368,0.132800909,0.241343884,0.063801086,0.271509819,-0.010604423,0.291792687,-0.098934703,0.260569455,-0.167527131,0.185559752,-0.200823724,0.086538455,-0.202796523,-0.04924031,-0.168196036,-0.148781149,-0.116739072,-0.234842621,-0.033770108,-0.266687406,0.04914316,-0.266591856,0.113541431,-0.197609467,0.173404427,-0.127641084,0.197693665,-0.02185959,0.195190113,0.095193142
1,0.205885404,0,0.239620134,-0.105545835,0.244798708,-0.082980692,0.230101882,-0.036903347,0.239274595,0.004769437,0.263751521,0.042768841,0.242987127,0.024467038,0.223679006,-0.015936958,0.169545198,-0.143872028,0.235428891,-0.004743516,0.26172139,0.023777937,0.276370687,0.092898354,0.172170332,-0.143995416,0.220072789,-0.019455292,0.282417507,-0.024221496,0.154098402,0.009598695,0.258619597,-0.010521088
1,0.255680024,0,0.222555371,0.004577818,0.253272432,0.008441222,0.270363509,0.011173192,0.29025991,0.007864523,0.198175653,0.027423556,0.258283749,0.02271279,0.253641523,0.028183339,0.215258014,0.094072344,0.281295575,0.019552125,0.247345182,0.033228618,0.236456317,0.034528798,0.228847318,0.039569129,0.20578211,0.03617995,0.215150334,0.007989228,0.209444771,0.041226368,0.212705184,0.045879514
1,0.208451398,0,0.206247124,0.008037589,0.228544675,0.00603988,0.245516798,0.008043049,0.253622079,0.030552391,0.233917901,0.043218254,0.242703549,0.016908664,0.242296207,0.021324298,0.236881424,0.011277352,0.261625749,0,0.252044019,0.026805419,0.24744054,0.028596552,0.23529094,0.041665821,0.228833734,0.031822205,0.250472529,0.034043666,0.25002358,0.038896331,0.26408064,0.045006869
1,0.187102478,0,0.217759589,-0.004701926,0.222465722,-0.001277132,0.239414814,-0.005182667,0.245401739,-0.005357988,0.239689469,-0.0095837,0.238969115,-0.007683322,0.239267941,-0.011774852,0.242294075,-0.011532797,0.243277016,-0.011754156,0.253914816,-0.013250635,0.251157388,-0.016803946,0.252258335,-0.016991819,0.235924661,-0.017638897,0.255112642,-0.021924821,0.260922462,-0.022382848,0.278424921,-0.025179467
1,0.206201146,0,0.214800911,-0.013923828,0.214588654,0.022753843,0.236161908,0.005058406,0.251170883,0.010459048,0.241140091,-0.003722444,0.247715776,-0.006132916,0.242699783,0.01414961,0.251291104,0,0.254457791,0.005201103,0.253235251,0.002980093,0.245552725,-0.006549168,0.248280471,0.009023247,0.23177755,0.005666163,0.249245135,0.000758921,0.253504908,0.015786959,0.268903248,0.00988801
1,0.197186672,0,0.20670943,0.007451929,0.234455875,-0.006957423,0.227265765,0.002474476,0.219192459,0.020472683,0.252607924,0.012750236,0.246489404,0.003939489,0.24632866,0.014254617,0.256563891,-0.011977953,0.23161065,-0.011451055,0.230590894,0.028069931,0.264693926,0.032403793,0.239457546,0.016741864,0.234851211,0.010920996,0.256098154,0.009097449,0.277603101,0.003863155,0.277557446,0.008468775
1,0.339626741,0,0.155714733,-0.175490142,0.253012032,0.008583566,0.197539986,0.05464783,0.283467222,0.056496483,0.092289631,-0.131366745,0.24975006,0.096625682,0.171389637,0,0.248150994,0.029487653,0.229058624,0.018727751,0.363136962,0.112682649,0.138150965,-0.091718979,0.222199131,0.037085885,0.198858687,0.035580669,0.155289587,-0.019128672,0.200127309,0.040085088,0.201165066,0.166165831
1,0.204236594,0,0.206060762,0.156500186,0.174877549,0.270960885,0.097220904,0.300211521,0.023160444,0.320995695,-0.063102166,0.320733681,-0.135025326,0.259151186,-0.179775867,0.172890853,-0.204667749,0.038482144,-0.18556041,-0.050742395,-0.137164576,-0.157301028,-0.089202594,-0.209961011,-0.007831215,-0.225515838,0.039619164,-0.185076497,0.090515537,-0.1408015,0.132806361,-0.074012258,0.125768448,0.007501988
1,0.184743417,0,0.192572981,0.149308779,0.147855872,0.255286769,0.084904051,0.290022969,-0.010159958,0.3155498,-0.09200444,0.28437106,-0.158737106,0.215341345,-0.195669007,0.114328049,-0.207081943,-0.018867613,-0.177928441,-0.115235837,-0.129814363,-0.210506858,-0.058099261,-0.2431847,0.017213764,-0.25129282,0.078234085,-0.196305087,0.132825767,-0.144526315,0.15921639,-0.058995125,0.166866401,0.032289273
1,0.162863441,0,0.171630876,0.142720111,0.12655501,0.242304142,0.062354986,0.276454868,-0.028499854,0.291513815,-0.108984047,0.247273517,-0.165695146,0.168455648,-0.201601,0.05044032,-0.197073941,-0.079224726,-0.153228664,-0.175993898,-0.091825082,-0.253222448,-0.004918952,-0.27224396,0.079746479,-0.256061354,0.138916019,-0.172119638,0.19207549,-0.085138415,0.203267852,0.029388175,0.18486828,0.15218974
1,0.170609165,0,0.198563813,0.363650978,0.07444782,0.020907599,0.028365032,0.279964122,-0.061728992,0.292191463,-0.068905584,0.117239193,-0.189994589,0.118356065,-0.202940912,-0.030840282,-0.086387027,-0.111189461,-0.103980468,-0.25618907,-0.012546714,-0.291389007,0.058665137,-0.062163343,0.169737431,-0.144382048,0.184162699,-0.01987875,0.234028319,0.317133897,0.092880231,0.000772788,0.045553003,0.274740207
1,0.211874239,0,0.246590252,0.232645289,0.114509991,0.14054477,0.016432132,0.13636697,-0.089214491,0.283255003,-0.123375587,0.187321446,-0.155805176,0,-0.156268789,-0.052354725,-0.091890483,-0.195552696,-0.025217433,-0.327160521,0.139410042,-0.222604102,0.163751793,-0.160205397,0.28565652,-0.153721128,0.195231307,0.044563457,0.281826357,0.226756609,0.072309167,0.141864174,0.028960791,0.1425358
1,0.198045656,0,0.203089874,0,0.223272428,-0.010814627,0.23719382,-0.004276461,0.234413034,0.006628067,0.228956549,0.006605124,0.237521211,0.003402571,0.242870661,0.001231415,0.257681535,0.010344933,0.244264055,-0.004397099,0.244184379,0.008814357,0.243151628,0.019371658,0.266197937,0.017792314,0.224271272,0.007519568,0.246817205,0.003368424,0.278812396,0.020012547,0.290510726,-0.004876369
1,0.206827149,0,0.198889341,0.035955652,0.194467389,-0.033569656,0.239316335,-0.006490463,0.25203378,0.004026772,0.212342601,0.033433992,0.250110898,-0.002753433,0.249914563,0,0.250974875,0.079582316,0.257336974,-0.00266867,0.256794033,0.002675884,0.22348494,0.026143495,0.254131634,0.060783278,0.233852547,0.028804885,0.220328657,0.025904717,0.269491333,0.068872998,0.287818464,0
1,0.217410421,0,0.188429023,0.049297256,0.229306791,0.00424868,0.246320844,0.005660469,0.24875066,-0.005641109,0.203455761,0.042173757,0.243404832,0.011887553,0.242953816,0.01498971,0.270841019,0.032285602,0.270504817,0.016835307,0.252550018,0.018816853,0.247863749,0.020064566,0.255700826,0.045438607,0.22907512,0.022302123,0.222083403,-0.014330436,0.250093455,0.027221509,0.264041721,0.031474047
1,0.218053074,0,0.222256762,0.017322238,0.233212471,0.001488396,0.2489128,0.001968302,0.246914846,0,0.265458676,0.029634341,0.242353065,0.004069765,0.241068634,0.005116545,0.23789671,-0.025781133,0.24469497,0.009857231,0.249109308,0.006378363,0.244366847,0.006797346,0.233728523,-0.01746132,0.226122658,0.007561396,0.245232802,0.035246991,0.247907204,0.009266611,0.262573122,0.010742402
1,0.190404693,0,0.216091615,0.002881499,0.223175039,0.007403965,0.243640301,0.006585088,0.247959788,0.005571011,0.233521502,0.008016846,0.236275369,0.012699053,0.243910362,0.014478573,0.242460378,0.007723948,0.245738455,0.019695765,0.251052597,0.016663658,0.241517331,0.01868535,0.2526057,0.012455923,0.234552965,0.021035555,0.247728779,0.028919659,0.265674974,0.021796233,0.283232981,0.038224443
1,0.189322384,0,0.220343231,0.004459094,0.2251052,0.004163191,0.242255387,0.007774086,0.246942656,-0.00497467,0.241194517,-0.00076295,0.237797701,0.008247279,0.242523913,0.003411878,0.240343176,0.002785863,0.242661098,0.005709073,0.251817141,0.002290493,0.249364585,0.007082748,0.247917923,-0.00231175,0.234398477,0.005166832,0.254246597,0.005444181,0.262704216,0.007317072,0.280882903,0.010553513
1,0.187481019,0,0.218200154,-0.005362808,0.222915808,0.005842668,0.239899191,-0.000743301,0.245898229,0.021489036,0.2348017,0.015295202,0.229809834,0.010236994,0.240165105,0.024797473,0.241206014,0.011977261,0.245453015,0.01221125,0.253858609,0.03214503,0.240967221,0.024670477,0.252768697,0.034760235,0.236750038,0.028022865,0.254870122,0.029625632,0.263939301,0.03475204,0.281888858,0.038091561
1,0.191197173,0,0.196756788,0.149662793,0.152593624,0.256381978,0.096914928,0.292381284,0.006078721,0.32600283,-0.08608976,0.291861168,-0.147291008,0.21124655,-0.192653528,0.151149302,-0.20718878,-0.002336656,-0.173515612,-0.114696277,-0.136233012,-0.188138243,-0.070264141,-0.232156971,0.002077698,-0.245697316,0.06284964,-0.197886033,0.116890822,-0.154184726,0.145914892,-0.075838619,0.16180892,0.010893407
1,0.162284624,0,0.170265399,0.14454084,0.123745367,0.244556261,0.063211122,0.273297982,-0.043525879,0.286658981,-0.115347111,0.240263174,-0.169666239,0.155250773,-0.201622513,0.034225291,-0.193111241,-0.097040095,-0.149072176,-0.193330839,-0.071254756,-0.263557887,0.012776497,-0.272387103,0.097327917,-0.24554518,0.151881687,-0.152884233,0.199046163,-0.056485829,0.200806802,0.060835453,0.172157432,0.179655799
1,0.262431761,0,0.100148008,0.061765582,0.049831605,0.153061057,0.047079939,0.345974909,-0.086501624,0.441752538,-0.055481566,0.127597933,-0.213556847,0.122525248,-0.328277596,-0.001802958,-0.079309916,-0.099459001,-0.104867387,-0.233475882,-0.051377247,-0.430952088,0.032920174,-0.135251467,0.100155828,-0.089705628,0.131244509,-0.051468453,0.111612847,0.027386032,0.079222528,0.099252114,0.052779256,0.139943742
1,0.181577439,0,0.139149751,0.168810742,0.096464681,0.270301737,0.012358431,0.273515191,-0.076273951,0.272909826,-0.15876437,0.173524746,-0.195295819,0.024244504,-0.192620504,-0.106323915,-0.111115158,-0.247919503,-0.011313283,-0.284191813,0.057395411,-0.252866328,0.138110872,-0.168702035,0.181893293,-0.062351887,0.171435235,0.073443067,0.112543969,0.19937767,0.052529024,0.256650676,-0.050597402,0.272489206
1,0.400593179,0,0.090756558,0.048883404,0.019995375,0.200821907,-0.054114737,0.346473264,-0.0962611,-0.134295234,-0.21546023,0.044610122,-0.232387581,0.068900085,-0.08422047,-0.249359849,-0.053711777,-0.302703615,0.098085016,-0.127995584,0.184903113,-0.087376368,0.153932611,-0.114459419,0.116903396,0.182173475,0.019796751,0.212448969,-0.020974507,0.19610726,-0.09471188,0.123874133,-0.181616242,-0.271555806
1,0.191736022,0,0.218693764,0.000306512,0.227975027,0,0.242846258,-0.000254521,0.23820347,0.008399158,0.239975933,0.007447067,0.239715106,0.011063359,0.243577196,0.009138765,0.234326491,0.020851927,0.23483772,0.018420292,0.254317159,0.019327287,0.257377235,0.021327761,0.243395804,0.028627881,0.234180718,0.023727039,0.251701755,0.028826052,0.265043849,0.028688211,0.280349981,0.033341167
1,0.231878734,0,0.221980945,-0.037424321,0.221837676,0.001065946,0.259662918,-0.004982405,0.264048559,-0.031881591,0.216347843,-0.049614538,0.250620565,0.021895925,0.246901814,-0.034976248,0.22566743,0.029596336,0.237775359,0.026830117,0.273025986,-0.010028195,0.245412109,-0.024846617,0.232754155,-0.01012126,0.224663779,-0.010801524,0.235520427,-0.032887114,0.228699604,-0.018017573,0.273472446,0.005681343
1,0.341885997,0,0.140643393,-0.100330869,0.282060965,-0.0164853,0.298335768,-0.021626949,0.24984297,-0.038279798,0.270827097,-0.065253751,0.271161579,-0.041900158,0.259977117,-0.050802904,0.18803635,-0.171874529,0.260562769,0.031059683,0.230760074,-0.054719729,0.212214448,-0.054774707,0.207461261,-0.003551287,0.169024334,-0.052705516,0.16689793,-0.065495545,0.155136977,-0.05437098,0.148780312,-0.057270478
1,0.240372411,0,0.212744697,0.005594866,0.246748815,0.001234146,0.26396702,0.001633711,0.252178208,0.010133862,0.250976441,0.052895882,0.255109701,0.003357981,0.251924356,0.004184868,0.258888214,-0.031911323,0.240842471,0.01697733,0.251110798,0.00503547,0.242227384,0.005278162,0.249987895,-0.001341382,0.21519175,0.005637541,0.218148754,0.003793435,0.22435296,0.006568126,0.230896698,0.007398197
1,0.230429012,0,0.178791068,-0.006709193,0.266868622,0.031324459,0.146218642,0.204481908,0.228735511,-0.001151086,0.192359795,-0.059124035,0.118205137,-0.211606456,0.115734929,0.27595137,0.230186907,0.139625805,0.236976604,0.047550276,0.148666793,-0.188987056,0.309316848,0.00280508,0.188441655,0.02956707,0.199800322,0.067163112,0.276788884,0.033353978,0.179485301,0.10433226,0.048276255,0.223633181
1,0.209139231,0,0.203264406,0.036990597,0.183364945,-0.061205746,0.225728774,-0.020607064,0.248084116,-0.01768778,0.239496248,0.050072835,0.216889099,0.026400938,0.212470984,-0.038069538,0.272115627,-0.008364497,0.26460558,0.025188563,0.248641091,0.004407893,0.217631267,0.024668892,0.268936472,-0.016185156,0.220492221,0.000438776,0.286880852,0.049818933,0.255153158,-0.041258181,0.284724856,-0.018179493
1,0.197497844,0,0.218625083,0.001763838,0.223514298,-0.010702177,0.236133373,-0.006711552,0.245022339,0.005803845,0.244176625,0.011816001,0.237542748,0.027182354,0.239398185,-0.005338819,0.249704257,0.000526343,0.245209614,0.021701842,0.248376227,0.030316226,0.246882553,0.035506818,0.251681943,0.004950463,0.233268809,0.016590941,0.25237901,0.02998599,0.261542212,-0.000127278,0.271658541,0.018781879
1,0.199702266,0,0.220107735,-0.000144725,0.221317158,-0.012824608,0.243212831,-0.012127271,0.250360777,0.008938143,0.240797947,0.006430957,0.236174369,0.017578885,0.240353731,-0.005948021,0.246421603,0.007618316,0.245201324,0.005062619,0.247722925,0.027976157,0.23984289,0.021882867,0.253058767,0.011743762,0.233267161,0.008658865,0.252349808,0.008322598,0.259943488,0.00162528,0.278335934,-0.002325574
1,0.205637556,0,0.216853644,-0.007262854,0.23991223,-0.00813953,0.251793784,-0.013270231,0.23126739,0.000413907,0.236363533,-0.01243048,0.233911856,-0.005544694,0.23868305,-0.018990654,0.244498566,-0.003460453,0.217460165,-0.048381007,0.247614757,0.004559238,0.254382807,-0.00850311,0.252434302,-0.007949507,0.231520629,-0.02721865,0.234076395,-0.065891534,0.277984088,-0.014225468,0.270239843,-0.067412445
1,0.224478567,0,0.221313196,0.064751728,0.196544288,-0.027477849,0.252407243,0.032818167,0.261825235,-0.037538891,0.226418613,0.027335262,0.231280174,-0.001479458,0.227925286,-0.004823417,0.250494322,-0.019524247,0.256184584,-0.014359567,0.24895587,-0.038873586,0.213949798,0.017580139,0.261692489,-0.062485554,0.230052987,-0.018463095,0.240816679,-0.002933395,0.239379566,-0.027602233,0.28946797,-0.027867115
-1,0.193438411,0,0.11960198,-0.064370826,0.087075315,-0.045387425,0.121168673,-0.225650609,0.216454059,-0.023293098,0.238867149,-0.10424196,0.158721372,-0.255985141,0.163262472,-0.191621855,0.23961553,-0.189809889,0.158728033,-0.097247042,0.131971911,-0.02045664,0.066339657,-0.16799897,0.138649181,-0.249862105,0.180144489,-0.179591611,0.037718657,-0.150902182,0.101031035,-0.224067405,0.096706629,-0.158982888
1,0.187260181,0,0.322279245,-0.115561686,0.326478541,0.369773149,0.260487199,-0.202484071,0.075810932,0.038624238,0.004469127,0.032097768,0.011343719,0.06793192,-0.192689955,0.064701654,0.116070449,-0.091872871,-0.195583403,-0.189781785,-0.10960272,0.187867999,0.044173129,-0.020084335,0.244869307,0.303550065,0.038361404,0.273385674,0.243832141,-0.049281307,0.088641293,0.291184723,-0.111113645,0.273866534
-1,0.213557094,0,0.144212723,-0.048833679,0.133167237,-0.024037013,0.169709697,-0.176928684,0.170035809,-0.111527078,0.159856781,-0.121919625,0.163693264,-0.071179949,0.097507134,-0.153976098,0.162388399,-0.127049059,0.132377088,-0.045458268,-0.020587483,-0.057511933,-0.036642876,-0.208891571,-0.02126517,-0.331407368,0.105319537,-0.224600419,-0.019182324,-0.29058373,-0.051083624,-0.267003685,0.017418798,-0.277389705
-1,0.143320695,0,0.05761949,-0.075430296,0.055496342,-0.127104923,0.088477463,-0.163594544,0.118996762,-0.125035018,0.172019601,-0.183046713,0.161215261,-0.232560918,0.15557605,-0.234302327,0.125255987,-0.250174373,0.074494086,-0.198167562,0.044829126,-0.141094804,0.029780526,-0.225422829,0.021044901,-0.299530506,0.094335675,-0.247187957,-0.016371526,-0.27422604,-0.041926999,-0.25911361,-0.001668478,-0.237517849
-1,0.141562253,0,0.05316902,-0.062629044,0.064492859,-0.104375653,0.102126464,-0.141419411,0.148413822,-0.151783437,0.198264197,-0.167918175,0.195016265,-0.198476553,0.188417688,-0.179630622,0.213705078,-0.141058356,0.178112462,-0.172100574,0.134494588,-0.088808738,0.11563246,-0.17560941,0.164131895,-0.245899126,0.188854218,-0.207394168,0.032362349,-0.212819964,0.077014536,-0.229601592,0.134228379,-0.208577082
-1,0.125924215,0,0.042221032,-0.014368201,0.045899164,-0.112448774,0.082116142,-0.152033836,0.127903119,-0.161136225,0.194503039,-0.149206653,0.179555714,-0.219216064,0.170944601,-0.204854548,0.175363451,-0.222860798,0.130992278,-0.167379752,0.108595692,-0.116104357,0.08734569,-0.202884138,0.084960133,-0.294812232,0.15714924,-0.23327519,0.058583092,-0.251277357,0.036212008,-0.255301267,0.087951764,-0.234738544
-1,0.145679176,0,0.065212876,-0.097285993,0.06938789,-0.091042414,0.107392192,-0.1240208,0.153813526,-0.100378565,0.206476912,-0.144315034,0.202724919,-0.165844485,0.200646281,-0.140804708,0.210271537,-0.119989209,0.195504636,-0.104922928,0.164119229,-0.050931342,0.150854677,-0.139741495,0.16643399,-0.191845223,0.233077526,-0.178419739,0.130551144,-0.233576268,0.137796566,-0.208549529,0.204634398,-0.192791641
1,0.178829134,0,0.312466741,-0.239758492,0.316453964,0.121869944,0.280102164,-0.028591627,0.271808296,0.005565497,0.195904225,0.127870604,0.202203482,0.089739412,0.200965747,-0.027001983,0.19939287,-0.258146107,0.206739724,-0.30525285,0.165701702,-0.057111904,0.244767427,0.145977184,0.233502254,-0.006962242,0.124184765,0.095680863,0.232267097,-0.1750049,0.241941229,0.243819952,0.190432891,-0.101522163
